series_id,series_name,units,date,raw_value,is_missing,normalized_value
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-03-01,249.728,false,134.5517241379310344827586207
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-04-01,250.465,false,134.9488146551724137931034483
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-05-01,251.354,false,135.4278017241379310344827586
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-06-01,252.015,false,135.7839439655172413793103448
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-07-01,253.645,false,136.6621767241379310344827586
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-08-01,253.694,false,136.6885775862068965517241379
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-09-01,254.624,false,137.1896551724137931034482759
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-10-01,253.308,false,136.4806034482758620689655172
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-11-01,254.529,false,137.1384698275862068965517241
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2025-12-01,251.883,false,135.7128232758620689655172414
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-01-01,253.279,false,136.4649784482758620689655172
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-02-01,257.028,false,138.4849137931034482758620690
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-03-01,265.755,false,143.1869612068965517241379310
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-04-01,273.114,false,147.1519396551724137931034483
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-05-01,281.407,false,151.6201508620689655172413793
PCUOMFGOMFG,Producer Price Index by Industry: Total Manufacturing Industries,"Index Dec 1984=100, Not Seasonally Adjusted",2026-06-01,275.702,false,148.5463362068965517241379310
